pattern,scope,stratum,timepoint_merged,day_merged_numeric,n_genes_tested,mean_gene_log2fc,median_gene_log2fc,n_genes_up,n_genes_down,n_genes_near_zero,frac_genes_up,frac_genes_down,pattern_direction_consensus,pattern_class,peak_timepoint,eta_timepoint,eta_broad_cell_type,spearman_ifn_score_rho
Pattern7,cell_type,Plasmablast,D4,4.0,25,0.09526038609136091,0.13396403604813045,1,0,24,0.04,0.0,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,Plasmablast,D6,6.0,25,-0.018635928852047564,-0.01891903460105541,1,3,21,0.04,0.12,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,Plasmablast,D8,8.0,25,-0.06525120303273753,-0.05655489506496991,1,3,21,0.04,0.12,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,Plasmablast,D10,10.0,25,-0.06219151807096212,-0.07796278996469042,4,9,12,0.16,0.36,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,Plasmablast,D14/15,14.5,25,-0.47642412261731587,-0.46417336570905476,1,18,6,0.04,0.72,mostly_down,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,Plasmablast,D28,28.0,25,0.1891373890631364,0.2160052616664204,9,0,16,0.36,0.0,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern8,cell_type,Plasmablast,D2,2.0,25,0.09177772995185723,0.12211475023162659,4,1,20,0.16,0.04,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,Plasmablast,D4,4.0,25,0.12898635724282262,0.16259785071773436,3,1,21,0.12,0.04,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,Plasmablast,D6,6.0,25,-0.1999735364955068,-0.07764538759942674,2,7,16,0.08,0.28,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,Plasmablast,D8,8.0,25,-0.23031018654298654,-0.10916636425724668,0,7,18,0.0,0.28,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,Plasmablast,D10,10.0,25,-0.015844625658816194,0.017505553789204004,7,9,9,0.28,0.36,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,Plasmablast,D14/15,14.5,25,-0.7206963232435841,-0.5906066034186027,0,20,5,0.0,0.8,mostly_down,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,Plasmablast,D28,28.0,25,0.0853873930657026,0.1565990366686615,6,2,17,0.24,0.08,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern9,cell_type,Plasmablast,D2,2.0,25,0.13940698766601872,0.12211475023162659,6,3,16,0.24,0.12,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,Plasmablast,D4,4.0,25,0.36262022041111786,0.19753889349132425,7,1,17,0.28,0.04,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,Plasmablast,D6,6.0,25,0.09248254891970666,-0.02089086722838296,3,3,19,0.12,0.12,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,Plasmablast,D8,8.0,25,-0.004412426507506711,-0.03437628112583783,5,2,18,0.2,0.08,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,Plasmablast,D10,10.0,25,0.4115098709187454,0.20471326642159818,10,7,8,0.4,0.28,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,Plasmablast,D14/15,14.5,25,-0.0021446094283619076,-0.34076268142556226,4,14,7,0.16,0.56,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,Plasmablast,D28,28.0,25,0.3901193141004811,0.20816446033000466,9,1,15,0.36,0.04,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern1,cell_type,T_cell,D2,2.0,25,-0.04767916007323972,-0.019064891014286545,0,1,24,0.0,0.04,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,T_cell,D4,4.0,25,-0.13990070867013293,-0.10599062361211864,0,4,21,0.0,0.16,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,T_cell,D6,6.0,25,-0.03773009927550254,-0.029412477393049603,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,T_cell,D8,8.0,25,-0.07310765348203954,-0.04767051818558817,0,1,24,0.0,0.04,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,T_cell,D10,10.0,25,-0.27226793055053006,-0.27491953294439914,1,15,9,0.04,0.6,mostly_down,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,T_cell,D14/15,14.5,25,-0.24282900348948322,-0.2556212686144086,4,13,8,0.16,0.52,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,T_cell,D28,28.0,25,-0.15790300995598508,-0.20319076864895655,0,7,18,0.0,0.28,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern10,cell_type,T_cell,D2,2.0,25,0.00988348171407735,0.019313998105918273,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,T_cell,D4,4.0,25,-0.07913329449868606,-0.07319736984957714,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,T_cell,D6,6.0,25,-0.035567262906491544,-0.027720422274241468,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,T_cell,D8,8.0,25,-0.04730252754261894,-0.04767051818558817,0,1,24,0.0,0.04,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,T_cell,D10,10.0,25,-0.14060497823273713,-0.22076874581813577,6,12,7,0.24,0.48,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,T_cell,D14/15,14.5,25,-0.13344139413815842,-0.23112962705006504,8,12,5,0.32,0.48,mixed,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,T_cell,D28,28.0,25,-0.11230071272678377,-0.16647590973923165,3,9,13,0.12,0.36,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern2,cell_type,T_cell,D2,2.0,25,-0.04636313982699559,-0.02982251953120733,1,2,22,0.04,0.08,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,T_cell,D4,4.0,25,-0.13754110425818497,-0.10599062361211864,0,6,19,0.0,0.24,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,T_cell,D6,6.0,25,-0.027473654830188706,-0.028462676966382716,1,0,24,0.04,0.0,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,T_cell,D8,8.0,25,-0.059229034610418826,-0.06361969002021661,1,1,23,0.04,0.04,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,T_cell,D10,10.0,25,-0.0766603484525063,-0.1964809900041272,6,9,10,0.24,0.36,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,T_cell,D14/15,14.5,25,-0.05020535960939949,-0.15474754784052389,9,10,6,0.36,0.4,mixed,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,T_cell,D28,28.0,25,-0.07870780973231702,-0.022763311978057033,2,7,16,0.08,0.28,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern3,cell_type,T_cell,D2,2.0,25,-0.09225015061479319,-0.03437090901201737,0,5,20,0.0,0.2,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,T_cell,D4,4.0,25,-0.3110150412667729,-0.21773289268803828,0,10,15,0.0,0.4,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,T_cell,D6,6.0,25,-0.15130507292225934,-0.09314272808000812,0,6,19,0.0,0.24,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,T_cell,D8,8.0,25,-0.01006409437243016,0.03870790126855125,0,1,24,0.0,0.04,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,T_cell,D10,10.0,25,1.6459822997017435,1.2257450181046352,21,0,4,0.84,0.0,mostly_up,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,T_cell,D14/15,14.5,25,1.4645244447493726,1.1640150037948114,23,0,2,0.92,0.0,mostly_up,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,T_cell,D28,28.0,25,-0.018170646422770803,0.05133810204406982,2,4,19,0.08,0.16,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern4,cell_type,T_cell,D2,2.0,25,0.09029532862981922,0.031784178348257086,5,0,20,0.2,0.0,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,T_cell,D4,4.0,25,-0.052886264439761764,-0.07853954865161406,1,0,24,0.04,0.0,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,T_cell,D6,6.0,25,-0.02014617401513463,-0.02342651361943145,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,T_cell,D8,8.0,25,-0.03355708213830906,-0.041974718027011804,0,1,24,0.0,0.04,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,T_cell,D10,10.0,25,-0.16590981286232423,-0.21525108187546138,1,10,14,0.04,0.4,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,T_cell,D14/15,14.5,25,0.00034125853880472706,0.04388245227250979,8,5,12,0.32,0.2,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,T_cell,D28,28.0,25,-0.05548535781361681,-0.08792303267886876,3,4,18,0.12,0.16,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern5,cell_type,T_cell,D2,2.0,25,-0.059971686245585486,-0.04436706675012717,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,T_cell,D4,4.0,25,-0.12854117052475084,-0.12248567217125424,0,1,24,0.0,0.04,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,T_cell,D6,6.0,25,-0.050244426378074365,-0.04507371923570395,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,T_cell,D8,8.0,25,-0.03325482260801311,-0.04287452794315113,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,T_cell,D10,10.0,25,-0.058801692335891255,-0.0630052518140835,1,5,19,0.04,0.2,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,T_cell,D14/15,14.5,25,0.3254214142610357,0.355507046544556,18,0,7,0.72,0.0,mostly_up,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,T_cell,D28,28.0,25,-0.03822472075663733,-0.04992063424774843,0,1,24,0.0,0.04,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern6,cell_type,T_cell,D2,2.0,25,0.01656935767246093,0.01917779860911691,1,0,24,0.04,0.0,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,T_cell,D4,4.0,25,-0.06345987249154696,-0.07319736984957714,1,0,24,0.04,0.0,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,T_cell,D6,6.0,25,-0.02375014689506164,-0.023648949018150844,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,T_cell,D8,8.0,25,-0.05799506255590612,-0.04767051818558817,0,1,24,0.0,0.04,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,T_cell,D10,10.0,25,-0.19241262963011374,-0.22076874581813577,3,12,10,0.12,0.48,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,T_cell,D14/15,14.5,25,-0.10447195602014643,-0.1762778300680523,7,11,7,0.28,0.44,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,T_cell,D28,28.0,25,-0.12772519415072453,-0.15039930603674753,2,8,15,0.08,0.32,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern7,cell_type,T_cell,D2,2.0,25,-0.019967337401127973,-0.0016532972817824287,0,1,24,0.0,0.04,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,T_cell,D4,4.0,25,-0.11163747772453547,-0.09154890093696129,0,3,22,0.0,0.12,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,T_cell,D6,6.0,25,-0.055915004253748915,-0.04395802079938586,0,1,24,0.0,0.04,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,T_cell,D8,8.0,25,-0.09348392298866051,-0.08104797814213545,0,1,24,0.0,0.04,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,T_cell,D10,10.0,25,-0.2426697205827919,-0.3076205829939849,2,15,8,0.08,0.6,mostly_down,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,T_cell,D14/15,14.5,25,-0.23703135644116102,-0.2841084685442947,5,14,6,0.2,0.56,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,T_cell,D28,28.0,25,-0.2260935254273303,-0.20830368566855326,0,11,14,0.0,0.44,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern8,cell_type,T_cell,D2,2.0,25,-0.0117871753579335,-0.007538754479157935,1,1,23,0.04,0.04,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,T_cell,D4,4.0,25,-0.10320971125037603,-0.10599062361211864,0,2,23,0.0,0.08,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,T_cell,D6,6.0,25,-0.020430805247654837,-0.028462676966382716,1,0,24,0.04,0.0,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,T_cell,D8,8.0,25,-0.03934044826910431,-0.041974718027011804,1,1,23,0.04,0.04,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,T_cell,D10,10.0,25,-0.0645573393412266,-0.11584325049544535,5,9,11,0.2,0.36,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,T_cell,D14/15,14.5,25,-0.003969305463690553,-0.006319373422272179,8,7,10,0.32,0.28,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,T_cell,D28,28.0,25,-0.03286330988471055,-0.00962631165764686,3,6,16,0.12,0.24,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern9,cell_type,T_cell,D2,2.0,25,0.03482472510879601,0.01917779860911691,2,0,23,0.08,0.0,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,T_cell,D4,4.0,25,-0.10470568028144425,-0.09888135792450707,0,2,23,0.0,0.08,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,T_cell,D6,6.0,25,-0.020444979156039714,-0.02852904551820205,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,T_cell,D8,8.0,25,0.0013321832096701387,-0.014057870482145537,2,1,22,0.08,0.04,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,T_cell,D10,10.0,25,-0.0028065482513236527,0.01867074662855413,5,8,12,0.2,0.32,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,T_cell,D14/15,14.5,25,0.1097384616675088,0.18259828777414752,10,8,7,0.4,0.32,mixed,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,T_cell,D28,28.0,25,-0.0027242650554908355,-0.00705158073852689,5,7,13,0.2,0.28,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
